American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Bronx,202,"Hunts Point, Longwood",Yoruba,3.0,0.0,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Akan (incl. Twi),308.0,1.5,118.0,1.1
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Albanian,115.0,0.5,28.0,0.3
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Arabic,271.0,1.3,90.0,0.9
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Bengali,84.0,0.4,40.0,0.4
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Bosnian,16.0,0.1,16.0,0.2
2015-2019,Bronx,203,"Morrisania, Crotona Park East","Chinese (incl. Mandarin, Cantonese)",92.0,0.4,15.0,0.1
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Edoid languages,30.0,0.1,11.0,0.1
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Filipino,11.0,0.1,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",French,564.0,2.7,104.0,1.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Fulah,130.0,0.6,76.0,0.7
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Ga,11.0,0.1,11.0,0.1
2015-2019,Bronx,203,"Morrisania, Crotona Park East",German,2.0,0.0,2.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Haitian,24.0,0.1,23.0,0.2
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Hindi,9.0,0.0,9.0,0.1
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Igbo,62.0,0.3,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Indonesian,11.0,0.1,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Italian,94.0,0.4,90.0,0.9
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Jamaican Creole English,32.0,0.2,32.0,0.3
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Japanese,11.0,0.1,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Korean,38.0,0.2,25.0,0.2
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Manding languages,121.0,0.6,35.0,0.3
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Nilo-Saharan languages,17.0,0.1,17.0,0.2
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Other Afro-Asiatic languages,81.0,0.4,20.0,0.2
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Other Central and South American languages,36.0,0.2,22.0,0.2
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Other Mande languages,61.0,0.3,14.0,0.1
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Other Niger-Congo languages,40.0,0.2,5.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Portuguese,11.0,0.1,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Russian,18.0,0.1,4.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Serbian,19.0,0.1,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Spanish,18594.0,88.4,9531.0,91.8
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Swahili,2.0,0.0,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Tagalog,17.0,0.1,17.0,0.2
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Turkish,17.0,0.1,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Vietnamese,29.0,0.1,29.0,0.3
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Wolof,52.0,0.2,0.0,0.0
2015-2019,Bronx,203,"Morrisania, Crotona Park East",Yoruba,9.0,0.0,0.0,0.0
2015-2019,Bronx,204,"Highbridge, Concourse Village",Akan (incl. Twi),832.0,1.7,524.0,2.6
2015-2019,Bronx,204,"Highbridge, Concourse Village",Arabic,229.0,0.5,86.0,0.4
2015-2019,Bronx,204,"Highbridge, Concourse Village",Armenian,28.0,0.1,0.0,0.0
2015-2019,Bronx,204,"Highbridge, Concourse Village",Bengali,641.0,1.3,261.0,1.3
2015-2019,Bronx,204,"Highbridge, Concourse Village",Bosnian,13.0,0.0,13.0,0.1
2015-2019,Bronx,204,"Highbridge, Concourse Village","Chinese (incl. Mandarin, Cantonese)",252.0,0.5,252.0,1.3
2015-2019,Bronx,204,"Highbridge, Concourse Village",Danish,33.0,0.1,33.0,0.2
2015-2019,Bronx,204,"Highbridge, Concourse Village",Filipino,70.0,0.1,0.0,0.0
2015-2019,Bronx,204,"Highbridge, Concourse Village",French,1636.0,3.4,583.0,2.9
2015-2019,Bronx,204,"Highbridge, Concourse Village",Fulah,132.0,0.3,108.0,0.5
2015-2019,Bronx,204,"Highbridge, Concourse Village",Gbe languages,33.0,0.1,33.0,0.2
2015-2019,Bronx,204,"Highbridge, Concourse Village",Haitian,95.0,0.2,83.0,0.4
2015-2019,Bronx,204,"Highbridge, Concourse Village",Italian,26.0,0.1,17.0,0.1
2015-2019,Bronx,204,"Highbridge, Concourse Village",Japanese,36.0,0.1,0.0,0.0
2015-2019,Bronx,204,"Highbridge, Concourse Village",Korean,62.0,0.1,62.0,0.3
2015-2019,Bronx,204,"Highbridge, Concourse Village",Manding languages,477.0,1.0,233.0,1.2
2015-2019,Bronx,204,"Highbridge, Concourse Village",Other Mande languages,262.0,0.5,123.0,0.6
2015-2019,Bronx,204,"Highbridge, Concourse Village",Other Niger-Congo languages,566.0,1.2,27.0,0.1
2015-2019,Bronx,204,"Highbridge, Concourse Village",Other languages of Africa,138.0,0.3,47.0,0.2
2015-2019,Bronx,204,"Highbridge, Concourse Village",Russian,19.0,0.0,0.0,0.0
2015-2019,Bronx,204,"Highbridge, Concourse Village",Spanish,42235.0,87.7,17280.0,87.1
2015-2019,Bronx,204,"Highbridge, Concourse Village",Swahili,68.0,0.1,36.0,0.2
2015-2019,Bronx,204,"Highbridge, Concourse Village",Thai,160.0,0.3,0.0,0.0
2015-2019,Bronx,204,"Highbridge, Concourse Village",Urdu,38.0,0.1,0.0,0.0
2015-2019,Bronx,204,"Highbridge, Concourse Village",Vietnamese,15.0,0.0,15.0,0.1
2015-2019,Bronx,204,"Highbridge, Concourse Village",Yoruba,42.0,0.1,18.0,0.1
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Akan (incl. Twi),1194.0,2.6,563.0,2.9
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Arabic,291.0,0.6,135.0,0.7
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Bengali,456.0,1.0,296.0,1.5
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope","Chinese (incl. Mandarin, Cantonese)",22.0,0.0,12.0,0.1
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Edoid languages,27.0,0.1,0.0,0.0
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Filipino,38.0,0.1,38.0,0.2
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",French,654.0,1.4,304.0,1.6
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Fulah,26.0,0.1,0.0,0.0
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Gbe languages,126.0,0.3,58.0,0.3
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Haitian,216.0,0.5,13.0,0.1
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Hebrew,20.0,0.0,0.0,0.0
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Hindi,1.0,0.0,1.0,0.0
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Igbo,133.0,0.3,60.0,0.3
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",India N.E.C.,31.0,0.1,31.0,0.2
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Manding languages,296.0,0.6,124.0,0.6
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Nilo-Saharan languages,22.0,0.0,22.0,0.1
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Other Afro-Asiatic languages,266.0,0.6,59.0,0.3
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Other Central and South American languages,111.0,0.2,78.0,0.4
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Other Mande languages,587.0,1.3,146.0,0.7
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Other Niger-Congo languages,120.0,0.3,84.0,0.4
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Other languages of Africa,113.0,0.2,18.0,0.1
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Russian,26.0,0.1,9.0,0.0
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Spanish,41609.0,89.0,17219.0,88.3
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Tagalog,66.0,0.1,53.0,0.3
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Telugu,31.0,0.1,0.0,0.0
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Thai,13.0,0.0,13.0,0.1
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Vietnamese,180.0,0.4,144.0,0.7
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Wolof,67.0,0.1,0.0,0.0
2015-2019,Bronx,205,"University Hts., Fordham, Mt. Hope",Yoruba,28.0,0.1,28.0,0.1
2015-2019,Bronx,206,"East Tremont, Belmont",Akan (incl. Twi),321.0,1.5,124.0,1.1
2015-2019,Bronx,206,"East Tremont, Belmont",Albanian,120.0,0.5,29.0,0.3
2015-2019,Bronx,206,"East Tremont, Belmont",Arabic,282.0,1.3,94.0,0.9
2015-2019,Bronx,206,"East Tremont, Belmont",Bengali,87.0,0.4,41.0,0.4
2015-2019,Bronx,206,"East Tremont, Belmont",Bosnian,16.0,0.1,16.0,0.1
2015-2019,Bronx,206,"East Tremont, Belmont","Chinese (incl. Mandarin, Cantonese)",97.0,0.4,16.0,0.1
2015-2019,Bronx,206,"East Tremont, Belmont",Edoid languages,32.0,0.1,12.0,0.1
2015-2019,Bronx,206,"East Tremont, Belmont",Filipino,11.0,0.1,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",French,588.0,2.7,108.0,1.0
2015-2019,Bronx,206,"East Tremont, Belmont",Fulah,135.0,0.6,79.0,0.7
2015-2019,Bronx,206,"East Tremont, Belmont",Ga,12.0,0.1,12.0,0.1
2015-2019,Bronx,206,"East Tremont, Belmont",German,3.0,0.0,3.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Haitian,26.0,0.1,25.0,0.2
2015-2019,Bronx,206,"East Tremont, Belmont",Hindi,10.0,0.0,10.0,0.1
2015-2019,Bronx,206,"East Tremont, Belmont",Igbo,64.0,0.3,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Indonesian,12.0,0.1,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Italian,98.0,0.4,93.0,0.9
2015-2019,Bronx,206,"East Tremont, Belmont",Jamaican Creole English,34.0,0.2,34.0,0.3
2015-2019,Bronx,206,"East Tremont, Belmont",Japanese,12.0,0.1,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Korean,40.0,0.2,27.0,0.2
2015-2019,Bronx,206,"East Tremont, Belmont",Manding languages,126.0,0.6,36.0,0.3
2015-2019,Bronx,206,"East Tremont, Belmont",Nilo-Saharan languages,18.0,0.1,18.0,0.2
2015-2019,Bronx,206,"East Tremont, Belmont",Other Afro-Asiatic languages,84.0,0.4,20.0,0.2
2015-2019,Bronx,206,"East Tremont, Belmont",Other Central and South American languages,37.0,0.2,22.0,0.2
2015-2019,Bronx,206,"East Tremont, Belmont",Other Mande languages,64.0,0.3,15.0,0.1
2015-2019,Bronx,206,"East Tremont, Belmont",Other Niger-Congo languages,42.0,0.2,5.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Portuguese,11.0,0.1,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Russian,18.0,0.1,5.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Serbian,20.0,0.1,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Spanish,19411.0,88.4,9950.0,91.8
2015-2019,Bronx,206,"East Tremont, Belmont",Swahili,3.0,0.0,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Tagalog,17.0,0.1,17.0,0.2
2015-2019,Bronx,206,"East Tremont, Belmont",Turkish,18.0,0.1,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Vietnamese,30.0,0.1,30.0,0.3
2015-2019,Bronx,206,"East Tremont, Belmont",Wolof,55.0,0.3,0.0,0.0
2015-2019,Bronx,206,"East Tremont, Belmont",Yoruba,9.0,0.0,0.0,0.0
